Date,Open,High,Low,Close
07 Dec 2018,10644.8,10704.55,10599.35,10693.7
06 Dec 2018,10718.15,10722.65,10588.25,10601.15
05 Dec 2018,10820.45,10821.05,10747.95,10782.9
04 Dec 2018,10877.1,10890.95,10833.35,10869.5
03 Dec 2018,10930.7,10941.2,10845.35,10883.75
30 Nov 2018,10892.1,10922.45,10835.1,10876.75
29 Nov 2018,10808.7,10883.05,10782.35,10858.7
28 Nov 2018,10708.75,10757.8,10699.85,10728.85
27 Nov 2018,10621.45,10695.15,10596.35,10685.6
26 Nov 2018,10568.3,10637.8,10489.75,10628.6
22 Nov 2018,10612.65,10646.25,10512,10526.75
21 Nov 2018,10670.95,10671.3,10562.35,10600.05
20 Nov 2018,10740.1,10740.85,10640.85,10656.2
19 Nov 2018,10731.25,10774.7,10688.8,10763.4
16 Nov 2018,10644,10695.15,10631.15,10682.2
15 Nov 2018,10580.6,10646.5,10557.5,10616.7
14 Nov 2018,10634.9,10651.6,10532.7,10576.3
13 Nov 2018,10451.9,10596.25,10440.55,10582.5
12 Nov 2018,10607.8,10645.5,10464.05,10482.2
09 Nov 2018,10614.7,10619.55,10544.85,10585.2
07 Nov 2018,10614.45,10616.45,10582.3,10598.4
06 Nov 2018,10552,10600.25,10491.45,10530
05 Nov 2018,10558.75,10558.8,10477,10524
02 Nov 2018,10462.3,10606.95,10457.7,10553
01 Nov 2018,10441.7,10441.9,10341.9,10380.45
31 Oct 2018,10209.55,10396,10105.1,10386.6
30 Oct 2018,10239.4,10285.1,10175.35,10198.4
29 Oct 2018,10078.1,10275.3,10020.35,10250.85
26 Oct 2018,10122.35,10128.85,10004.55,10030
25 Oct 2018,10135.05,10166.6,10079.3,10124.9
24 Oct 2018,10278.15,10290.65,10126.7,10224.75
23 Oct 2018,10152.6,10222.1,10102.35,10146.8
22 Oct 2018,10405.85,10408.55,10224,10245.25
19 Oct 2018,10339.7,10380.1,10249.6,10303.55
17 Oct 2018,10688.7,10710.15,10436.45,10453.05
16 Oct 2018,10550.15,10604.9,10525.3,10584.75
15 Oct 2018,10524.2,10526.3,10410.15,10512.5
12 Oct 2018,10331.55,10492.45,10322.15,10472.5
11 Oct 2018,10169.8,10335.95,10138.6,10234.65
10 Oct 2018,10331.85,10482.35,10318.25,10460.1
09 Oct 2018,10390.3,10397.6,10279.35,10301.05
08 Oct 2018,10310.15,10398.35,10198.4,10348.05
05 Oct 2018,10514.1,10540.65,10261.9,10316.45
04 Oct 2018,10754.7,10754.7,10547.25,10599.25
03 Oct 2018,10982.7,10989.05,10843.75,10858.25
01 Oct 2018,10930.9,11035.65,10821.55,11008.3
28 Sep 2018,11008.1,11034.1,10850.3,10930.45
27 Sep 2018,11079.8,11089.45,10953.35,10977.55
26 Sep 2018,11145.55,11145.55,10993.05,11053.8
25 Sep 2018,10969.95,11080.6,10882.85,11067.45
24 Sep 2018,11164.4,11170.15,10943.6,10967.4
21 Sep 2018,11271.3,11346.8,10866.45,11143.1
19 Sep 2018,11326.65,11332.05,11210.9,11234.35
18 Sep 2018,11381.55,11411.45,11268.95,11278.9
17 Sep 2018,11464.95,11464.95,11366.9,11377.75
14 Sep 2018,11443.5,11523.25,11430.55,11515.2
12 Sep 2018,11340.1,11380.75,11250.2,11369.9
11 Sep 2018,11476.85,11479.4,11274,11287.5
10 Sep 2018,11570.25,11573,11427.3,11438.1
07 Sep 2018,11558.25,11603,11484.4,11589.1
06 Sep 2018,11514.15,11562.25,11436.05,11536.9
05 Sep 2018,11514.85,11542.65,11393.85,11476.95
04 Sep 2018,11598.75,11602.55,11496.85,11520.3
03 Sep 2018,11751.8,11751.8,11567.4,11582.35
31 Aug 2018,11675.85,11727.65,11640.1,11680.5
30 Aug 2018,11694.75,11698.8,11639.7,11676.8
29 Aug 2018,11744.95,11753.2,11678.85,11691.9
28 Aug 2018,11731.95,11760.2,11710.5,11738.5
27 Aug 2018,11605.85,11700.95,11595.6,11691.95
24 Aug 2018,11566.6,11604.6,11532,11557.1
23 Aug 2018,11620.7,11620.7,11546.7,11582.75
21 Aug 2018,11576.2,11581.75,11539.6,11570.9
20 Aug 2018,11502.1,11565.3,11499.65,11551.75
17 Aug 2018,11437.15,11486.45,11431.8,11470.75
16 Aug 2018,11397.15,11449.85,11366.25,11385.05
14 Aug 2018,11381.7,11452.45,11370.8,11435.1
13 Aug 2018,11369.6,11406.3,11340.3,11355.75
10 Aug 2018,11474.95,11478.75,11419.65,11429.5
09 Aug 2018,11493.25,11495.2,11454.1,11470.7
08 Aug 2018,11412.5,11459.95,11379.3,11450
07 Aug 2018,11423.15,11428.95,11359.7,11389.45
06 Aug 2018,11401.5,11427.65,11370.6,11387.1
03 Aug 2018,11297.8,11368,11294.55,11360.8
02 Aug 2018,11328.9,11328.9,11234.95,11244.7
01 Aug 2018,11359.8,11390.55,11313.55,11346.2
31 Jul 2018,11311.05,11366,11267.75,11356.5
30 Jul 2018,11296.65,11328.1,11261.45,11319.55
27 Jul 2018,11232.75,11283.4,11210.25,11278.35
26 Jul 2018,11132.95,11185.85,11125.7,11167.3
25 Jul 2018,11148.4,11157.15,11113.25,11132
24 Jul 2018,11109,11143.4,11092.5,11134.3
23 Jul 2018,11019.85,11093.4,11010.95,11084.75
20 Jul 2018,10963.5,11030.25,10946.2,11010.2
19 Jul 2018,10999.5,11006.5,10935.45,10957.1
18 Jul 2018,11060.2,11076.2,10956.3,10980.45
17 Jul 2018,10939.65,11018.5,10925.6,11008.05
16 Jul 2018,11018.95,11019.5,10926.25,10936.85
13 Jul 2018,11056.9,11071.35,10999.75,11018.9
12 Jul 2018,11006.95,11078.3,10999.65,11023.2
11 Jul 2018,10956.4,10976.65,10923,10948.3
10 Jul 2018,10902.75,10956.9,10876.65,10947.25
09 Jul 2018,10838.3,10860.35,10807.15,10852.9
06 Jul 2018,10744.15,10816.35,10735.05,10772.65
05 Jul 2018,10786.05,10786.05,10726.25,10749.75
04 Jul 2018,10715,10777.15,10677.75,10769.9
03 Jul 2018,10668.6,10713.3,10630.25,10699.9
02 Jul 2018,10732.35,10736.15,10604.65,10657.3
29 Jun 2018,10612.85,10723.05,10612.35,10714.3
28 Jun 2018,10660.8,10674.2,10557.7,10589.1
27 Jun 2018,10785.5,10785.5,10652.4,10671.4
26 Jun 2018,10742.7,10805.25,10732.55,10769.15
25 Jun 2018,10822.9,10831.05,10753.05,10762.45
22 Jun 2018,10742.7,10837,10710.45,10821.85
21 Jun 2018,10808.45,10809.6,10725.9,10741.1
20 Jun 2018,10734.65,10781.8,10724.05,10772.05
19 Jun 2018,10789.45,10789.45,10701.2,10710.45
18 Jun 2018,10830.2,10830.2,10787.35,10799.85
15 Jun 2018,10808.65,10834,10755.4,10817.7
14 Jun 2018,10832.9,10833.7,10773.55,10808.05
13 Jun 2018,10887.5,10893.25,10842.65,10856.7
12 Jun 2018,10816.15,10856.55,10789.4,10842.85
11 Jun 2018,10781.85,10850.55,10777.05,10786.95
08 Jun 2018,10736.4,10779.45,10709.05,10767.65
07 Jun 2018,10722.6,10818,10722.6,10768.35
06 Jun 2018,10603.45,10698.35,10587.5,10684.65
05 Jun 2018,10630.7,10633.15,10550.9,10593.15
04 Jun 2018,10765.95,10770.3,10618.35,10628.5
01 Jun 2018,10738.45,10764.75,10681.5,10696.2
31 May 2018,10670.1,10763.8,10620.4,10736.15
30 May 2018,10579,10648.7,10558.45,10614.35
29 May 2018,10689.4,10717.25,10616.1,10633.3
28 May 2018,10648.35,10709.8,10640.55,10688.65
25 May 2018,10533.05,10628.05,10524,10605.15
24 May 2018,10464.85,10535.15,10419.8,10513.85
23 May 2018,10521.1,10533.55,10417.8,10430.35
22 May 2018,10518.45,10558.6,10490.55,10536.7
21 May 2018,10616.7,10621.7,10505.8,10516.7
18 May 2018,10671.85,10674.95,10589.1,10596.4
17 May 2018,10775.6,10777.25,10664.5,10682.7
16 May 2018,10751.95,10790.45,10699.7,10741.1
15 May 2018,10812.6,10929.2,10781.4,10801.85
14 May 2018,10815.15,10834.85,10774.75,10806.6
11 May 2018,10741.95,10812.05,10724.45,10806.5
10 May 2018,10779.65,10785.55,10705,10716.55
09 May 2018,10693.35,10766.25,10689.85,10741.7
08 May 2018,10757.9,10758.55,10689.4,10717.8
07 May 2018,10653.15,10725.65,10635.65,10715.5
04 May 2018,10700.45,10700.45,10601.6,10618.25
03 May 2018,10720.15,10720.6,10647.45,10679.65
02 May 2018,10783.85,10784.65,10689.8,10718.05
30 Apr 2018,10705.75,10759,10704.6,10739.35
27 Apr 2018,10651.65,10719.8,10647.55,10692.3
26 Apr 2018,10586.5,10628.4,10559.65,10617.8
25 Apr 2018,10612.4,10612.6,10536.45,10570.55
24 Apr 2018,10578.1,10636.8,10569,10614.35
23 Apr 2018,10592.8,10638.35,10514.95,10584.7
20 Apr 2018,10560.35,10582.35,10527.45,10564.05
19 Apr 2018,10563.65,10572.2,10546.2,10565.3
18 Apr 2018,10578.9,10594.2,10509.7,10526.2
17 Apr 2018,10557.3,10560.45,10495.65,10548.7
16 Apr 2018,10398.3,10540.15,10396.35,10528.35
13 Apr 2018,10495.3,10519.9,10451.45,10480.6
12 Apr 2018,10410.65,10469.9,10395.25,10458.65
11 Apr 2018,10428.15,10428.15,10355.6,10417.15
10 Apr 2018,10412.9,10424.85,10381.5,10402.25
09 Apr 2018,10333.7,10397.7,10328.5,10379.35
06 Apr 2018,10322.75,10350.45,10290.85,10331.6
05 Apr 2018,10228.45,10331.8,10227.45,10325.15
04 Apr 2018,10274.6,10279.85,10111.3,10128.4
03 Apr 2018,10186.85,10255.35,10171.05,10245
02 Apr 2018,10151.65,10220.1,10127.75,10211.8
28 Mar 2018,10143.6,10158.35,10096.9,10113.7
27 Mar 2018,10188,10207.9,10139.65,10184.15
26 Mar 2018,9989.15,10143.5,9958.55,10130.65
23 Mar 2018,9968.8,10027.7,9951.9,9998.05
22 Mar 2018,10167.5,10207.85,10105.4,10114.75
21 Mar 2018,10181.95,10227.3,10132.95,10155.25
20 Mar 2018,10051.55,10155.65,10049.1,10124.35
19 Mar 2018,10215.35,10224.55,10075.3,10094.25
16 Mar 2018,10345.15,10346.3,10180.25,10195.15
15 Mar 2018,10405.45,10420,10346.2,10360.15
14 Mar 2018,10393.05,10420.35,10336.3,10410.9
13 Mar 2018,10389.5,10478.6,10377.85,10426.85
12 Mar 2018,10301.6,10433.65,10295.45,10421.4
09 Mar 2018,10271.3,10296.7,10211.9,10226.85
08 Mar 2018,10216.25,10270.35,10146.4,10242.65
07 Mar 2018,10232.95,10243.35,10141.55,10154.2
06 Mar 2018,10420.5,10441.35,10215.9,10249.25
05 Mar 2018,10428.3,10428.7,10323.9,10358.85
01 Mar 2018,10479.95,10525.5,10447.15,10458.35
28 Feb 2018,10488.95,10535.5,10461.55,10492.85
27 Feb 2018,10615.2,10631.65,10537.25,10554.3
26 Feb 2018,10526.55,10592.95,10520.2,10582.6
23 Feb 2018,10408.1,10499.1,10396.65,10491.05
22 Feb 2018,10354.35,10397.55,10340.65,10382.7
21 Feb 2018,10426,10426.1,10349.6,10397.45
20 Feb 2018,10391,10429.35,10347.65,10360.4
19 Feb 2018,10488.9,10489.35,10302.75,10378.4
16 Feb 2018,10596.2,10612.9,10434.05,10452.3
15 Feb 2018,10537.9,10618.1,10511.05,10545.5
14 Feb 2018,10585.75,10590.55,10456.65,10500.9
12 Feb 2018,10518.2,10555.5,10485.4,10539.75
09 Feb 2018,10416.5,10480.2,10398.2,10454.95
08 Feb 2018,10518.5,10637.8,10479.55,10576.85
07 Feb 2018,10607.2,10614,10446.4,10476.7
06 Feb 2018,10295.15,10594.15,10276.3,10498.25
05 Feb 2018,10604.3,10702.75,10586.8,10666.55
02 Feb 2018,10938.2,10954.95,10736.1,10760.6
01 Feb 2018,11044.55,11117.35,10878.8,11016.9
31 Jan 2018,11018.8,11058.5,10979.3,11027.7
30 Jan 2018,11120.85,11121.1,11033.9,11049.65
29 Jan 2018,11079.35,11171.55,11075.95,11130.4
25 Jan 2018,11095.6,11095.6,11009.2,11069.65
24 Jan 2018,11069.35,11110.1,11046.15,11086
23 Jan 2018,10997.4,11092.9,10994.55,11083.7
22 Jan 2018,10883.2,10975.1,10881.4,10966.2
19 Jan 2018,10829.2,10906.85,10793.9,10894.7
18 Jan 2018,10873.4,10887.5,10782.4,10817
17 Jan 2018,10702.45,10803,10666.75,10788.55
16 Jan 2018,10761.5,10762.35,10687.85,10700.45
15 Jan 2018,10718.5,10782.65,10713.8,10741.55
12 Jan 2018,10682.55,10690.4,10597.1,10681.25
11 Jan 2018,10637.05,10664.6,10612.35,10651.2
10 Jan 2018,10652.05,10655.5,10592.7,10632.2
09 Jan 2018,10645.1,10659.15,10603.6,10637
08 Jan 2018,10591.7,10631.2,10588.55,10623.6
05 Jan 2018,10534.25,10566.1,10520.1,10558.85
04 Jan 2018,10469.4,10513,10441.45,10504.8
03 Jan 2018,10482.65,10503.6,10429.55,10443.2
02 Jan 2018,10477.55,10495.2,10404.65,10442.2
01 Jan 2018,10531.7,10537.85,10423.1,10435.55
29 Dec 2017,10492.35,10538.7,10488.65,10530.7
28 Dec 2017,10498.2,10534.55,10460.45,10477.9
27 Dec 2017,10531.05,10552.4,10469.25,10490.75
26 Dec 2017,10512.3,10545.45,10477.95,10531.5
22 Dec 2017,10457.3,10501.1,10448.25,10493
21 Dec 2017,10473.95,10473.95,10426.9,10440.3
20 Dec 2017,10494.4,10494.45,10437.15,10444.2
19 Dec 2017,10414.8,10472.2,10406,10463.2
18 Dec 2017,10263.1,10443.55,10074.8,10388.75
15 Dec 2017,10345.65,10373.1,10319.65,10333.25
14 Dec 2017,10229.3,10276.1,10141.55,10252.1
13 Dec 2017,10236.6,10296.55,10169.85,10192.95
12 Dec 2017,10324.9,10326.1,10230.2,10240.15
11 Dec 2017,10310.5,10329.2,10282.05,10322.25
08 Dec 2017,10198.45,10270.85,10195.25,10265.65
07 Dec 2017,10063.45,10182.65,10061.9,10166.7
06 Dec 2017,10088.8,10104.2,10033.35,10044.1
05 Dec 2017,10118.25,10147.95,10069.1,10118.25
04 Dec 2017,10175.05,10179.2,10095.7,10127.75
01 Dec 2017,10263.7,10272.7,10108.55,10121.8
30 Nov 2017,10332.7,10332.7,10211.25,10226.55
29 Nov 2017,10376.65,10392.95,10345.9,10361.3
28 Nov 2017,10387.9,10409.55,10355.2,10370.25
27 Nov 2017,10361.05,10407.15,10340.2,10399.55
24 Nov 2017,10366.8,10404.5,10362.25,10389.7
23 Nov 2017,10358.45,10374.3,10307.3,10348.75
22 Nov 2017,10350.8,10368.7,10309.55,10342.3
21 Nov 2017,10329.25,10358.7,10315.05,10326.9
20 Nov 2017,10287.2,10309.85,10261.5,10298.75
17 Nov 2017,10324.55,10343.6,10268.05,10283.6
16 Nov 2017,10152.9,10232.25,10139.2,10214.75
15 Nov 2017,10171.95,10175.45,10094,10118.05
14 Nov 2017,10223.4,10248,10175.55,10186.6
13 Nov 2017,10322,10334.15,10216.25,10224.95
10 Nov 2017,10304.35,10344.95,10254.1,10321.75
09 Nov 2017,10358.65,10368.45,10266.95,10308.95
08 Nov 2017,10361.95,10384.25,10285.5,10303.15
07 Nov 2017,10477.15,10485.75,10340.8,10350.15
06 Nov 2017,10431.75,10490.45,10413.75,10451.8
03 Nov 2017,10461.55,10461.7,10403.6,10452.5
02 Nov 2017,10440.5,10453,10412.55,10423.8
01 Nov 2017,10390.35,10451.65,10383.05,10440.5
31 Oct 2017,10364.9,10367.7,10323.95,10335.3
30 Oct 2017,10353.85,10384.5,10344.3,10363.65
27 Oct 2017,10362.3,10366.15,10311.3,10323.05
26 Oct 2017,10291.8,10355.65,10271.85,10343.8
25 Oct 2017,10321.15,10340.55,10240.9,10295.35
24 Oct 2017,10218.55,10237.75,10182.4,10207.7
23 Oct 2017,10176.65,10224.15,10124.5,10184.85
19 Oct 2017,10210.35,10211.95,10123.35,10146.55
18 Oct 2017,10209.4,10236.45,10175.75,10210.85
17 Oct 2017,10227.65,10251.85,10212.6,10234.45
16 Oct 2017,10207.4,10242.95,10175.1,10230.85
13 Oct 2017,10123.7,10191.9,10120.1,10167.45
12 Oct 2017,10011.2,10104.45,9977.1,10096.4
11 Oct 2017,10042.6,10067.25,9955.8,9984.8
10 Oct 2017,10013.7,10034,10002.3,10016.95
09 Oct 2017,9988.2,10015.75,9959.45,9988.75
06 Oct 2017,9908.15,9989.35,9906.6,9979.7
05 Oct 2017,9927,9945.95,9881.85,9888.7
04 Oct 2017,9884.35,9938.3,9850.65,9914.9
03 Oct 2017,9893.3,9895.4,9831.05,9859.5
29 Sep 2017,9814.3,9854,9775.35,9788.6
28 Sep 2017,9736.4,9789.2,9687.55,9768.95
27 Sep 2017,9920.6,9921.05,9714.4,9735.75
26 Sep 2017,9875.25,9891.35,9813,9871.5
25 Sep 2017,9960.1,9960.5,9816.05,9872.6
22 Sep 2017,10094.35,10095.05,9952.8,9964.4
21 Sep 2017,10139.6,10158.9,10058.6,10121.9
20 Sep 2017,10160.95,10171.05,10134.2,10141.15
19 Sep 2017,10175.6,10178.95,10129.95,10147.55
18 Sep 2017,10133.1,10171.7,10131.3,10153.1
15 Sep 2017,10062.35,10115.15,10043.65,10085.4
14 Sep 2017,10107.4,10126.5,10070.35,10086.6
13 Sep 2017,10099.25,10131.95,10063.15,10079.3
12 Sep 2017,10056.85,10097.55,10028.05,10093.05
11 Sep 2017,9971.75,10028.65,9968.8,10006.05
08 Sep 2017,9958.65,9963.6,9913.3,9934.8
07 Sep 2017,9945.85,9964.85,9917.2,9929.9
06 Sep 2017,9899.25,9931.55,9882.55,9916.2
05 Sep 2017,9933.25,9963.1,9901.05,9952.2
04 Sep 2017,9984.15,9988.4,9861,9912.85
01 Sep 2017,9937.65,9983.45,9909.85,9974.4
31 Aug 2017,9905.7,9925.1,9856.95,9917.9
30 Aug 2017,9859.5,9909.45,9850.8,9884.4
29 Aug 2017,9886.4,9887.35,9783.75,9796.05
28 Aug 2017,9907.15,9925.75,9882,9912.8
24 Aug 2017,9881.2,9881.5,9848.85,9857.05
23 Aug 2017,9803.05,9857.9,9786.75,9852.5
22 Aug 2017,9815.75,9828.45,9752.6,9765.55
21 Aug 2017,9864.25,9884.35,9740.1,9754.35
18 Aug 2017,9865.95,9865.95,9783.65,9837.4
17 Aug 2017,9945.55,9947.8,9883.75,9904.15
16 Aug 2017,9825.85,9903.95,9773.85,9897.3
14 Aug 2017,9755.75,9818.3,9752.1,9794.15
11 Aug 2017,9712.15,9771.65,9685.55,9710.8
10 Aug 2017,9872.85,9892.65,9776.2,9820.25
09 Aug 2017,9961.15,9969.8,9893.05,9908.05
08 Aug 2017,10068.35,10083.8,9947,9978.55
07 Aug 2017,10074.8,10088.1,10046.35,10057.4
04 Aug 2017,10008.6,10075.25,9988.35,10066.4
03 Aug 2017,10081.15,10081.15,9998.25,10013.65
02 Aug 2017,10136.3,10137.85,10054.2,10081.5
01 Aug 2017,10101.05,10128.6,10065.75,10114.65
31 Jul 2017,10034.7,10085.9,10016.95,10077.1
28 Jul 2017,9996.55,10026.05,9944.5,10014.5
27 Jul 2017,10063.25,10114.85,10005.5,10020.55
26 Jul 2017,9983.65,10025.95,9965.95,10020.65
25 Jul 2017,10010.55,10011.3,9949.1,9964.55
24 Jul 2017,9936.8,9982.05,9919.6,9966.4
21 Jul 2017,9899.6,9924.7,9838,9915.25
20 Jul 2017,9920.2,9922.55,9863.45,9873.3
19 Jul 2017,9855.95,9905.05,9851.65,9899.6
18 Jul 2017,9832.7,9885.35,9792.05,9827.15
17 Jul 2017,9908.15,9928.2,9894.7,9915.95
14 Jul 2017,9913.3,9913.3,9845.45,9886.35
13 Jul 2017,9855.8,9897.25,9853.45,9891.7
12 Jul 2017,9807.3,9824.95,9787.7,9816.1
11 Jul 2017,9797.45,9830.05,9778.85,9786.05
10 Jul 2017,9719.3,9782.15,9646.45,9771.05
07 Jul 2017,9670.35,9684.25,9642.65,9665.8
06 Jul 2017,9653.6,9700.7,9639.95,9674.55
05 Jul 2017,9619.75,9643.65,9607.35,9637.6
04 Jul 2017,9645.9,9650.65,9595.5,9613.3
03 Jul 2017,9587.95,9624,9543.55,9615
30 Jun 2017,9478.5,9535.8,9448.75,9520.9
29 Jun 2017,9522.95,9575.8,9493.8,9504.1
28 Jun 2017,9520.2,9522.5,9474.35,9491.25
27 Jun 2017,9594.05,9615.4,9473.45,9511.4
23 Jun 2017,9643.25,9647.65,9565.3,9574.95
22 Jun 2017,9642.65,9698.85,9617.75,9630
